ID	Name	Type	Category	PP	Power	Accuracy	Status Chance	Status	Times	Weather	P Critical Hits	P HP	P Attack	O Attack	P Defense	O Defense	P Sp Attack	O Sp Attack	P Sp Defense	O Sp Defense	P Speed	O Speed	Flinch	Description
706	Psychic Fangs	Psychic	Physical	10	85	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user bites the target with its psychic capabilities. This can also destroy Light Screen and Reflect.
707	Stomping Tantrum	Ground	Physical	10	75	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Driven by frustration, the user attacks the target. If the user's previous move has failed, the power of this move doubles.
708	Shadow Bone	Ghost	Physical	10	85	1			1		0		0	0	0	-1	0	0	0	0	0	0	0	May lower opponent's Defense.
709	Accelerock	Rock	Physical	20	40	1			1		0		0	0	0	0	0	0	0	0	0	0	0	User attacks first.
710	Liquidation	Water	Physical	10	85	1			1		0		0	0	0	-1	0	0	0	0	0	0	0	May lower opponent's Defense.
711	Prismatic Laser	Psychic	Special	10	160	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user shoots powerful lasers using the power of a prism. The user can't move on the next turn.
712	Spectral Thief	Ghost	Physical	10	90	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user hides in the target's shadow, steals the target's stat boosts, and then attacks.
713	Sunsteel Strike	Steel	Physical	5	100	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Ignores the target's ability.
714	Moongeist Beam	Ghost	Special	5	100	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Ignores the target's ability.
715	Tearful Look	Normal	Status	20	0	1			1		0		0	-1	0	0	0	-1	0	0	0	0	0	The user gets teary eyed to make the target lose its combative spirit. This lowers the target's Attack and Sp. Atk stats.
716	Zing Zap	Electric	Physical	10	80	1			1		0		0	0	0	0	0	0	0	0	0	0	1	May cause flinching.
717	Nature's Madness	Fairy	Special	10	0	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	Halves the foe's HP.
718	Multi-Attack	Normal	Physical	10	120	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Type matches Memory item held.
719	10,000,000 Volt Thunderbolt	Electric	Special	1	195	1			1		1		0	0	0	0	0	0	0	0	0	0	0	Pikachu-exclusive Z-Move. Critical hits land more easily.
720	Mind Blown	Fire	Special	5	150	1			1		0		0	0	0	0	0	0	0	0	0	0	0	User receives recoil damage.
721	Plasma Fists	Electric	Physical	15	100	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Changes Normal-type moves to Electric-type moves.
722	Photon Geyser	Psychic	Special	5	100	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Uses Attack or Special Attack stat, whichever is higher.
723	Light That Burns the Sky	Psychic	Special	1	200	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Ultra Necrozma-exclusive Z-Move. Ignores target's ability; uses highest Attack stat.
724	Searing Sunraze Smash	Steel	Physical	1	200	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Solgaleo-exclusive Z-Move.
725	Menacing Moonraze Maelstrom	Ghost	Special	1	200	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Lunala-exclusive Z-Move.
726	Let's Snuggle Forever	Fairy	Physical	1	190	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Mimikyu-exclusive Z-Move.
727	Splintered Stormshards	Rock	Physical	1	190	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Lycanroc-exclusive Z-Move.
728	Clangorous Soulblaze	Dragon	Special	1	185	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Kommo-o exclusive Z-Move.
729	Zippy Zap	Electric	Physical	10	80	1			1		1		0	0	0	0	0	0	0	0	0	0	0	Critical Hits land more easily. 
730	Splishy Splash	Water	Special	15	90	1			1		0		0	0	0	0	0	0	0	0	0	0	0	May paralyze opponent.
731	Floaty Fall	Flying	Physical	15	90	0.95			1		0		0	0	0	0	0	0	0	0	0	0	1	May cause flinching.
732	Pika Papow	Electric	Special	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Power increases when player's bond is stronger.
733	Bouncy Bubble	Water	Special	20	60	1			1		0		0	0	0	0	0	0	0	0	0	0	0	User recovers half the HP inflicted on opponent.
734	Buzzy Buzz	Electric	Special	20	60	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Paralyzes the opponent.
735	Sizzly Slide	Fire	Physical	20	60	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Burns the opponent.
736	Glitzy Glow	Psychic	Special	15	80	0.95			1		0		0	0	0	0	0	0	0	0	0	0	0	Reduces damage from Special attacks.
737	Baddy Bad	Dark	Special	15	80	0.95			1		0		0	0	0	0	0	0	0	0	0	0	0	Reduces damage from Physical attacks.
738	Sappy Seed	Grass	Physical	10	100	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	Drains HP from opponent each turn.
739	Freezy Frost	Ice	Special	10	100	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	Resets all stat changes.
740	Sparkly Swirl	Fairy	Special	5	120	0.85			1		0		0	0	0	0	0	0	0	0	0	0	0	Cures all status problems in the party Pokémon.
741	Veevee Volley	Normal	Physical	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Power increases when player's bond is stronger.
742	Double Iron Bash	Steel	Physical	5	60	1			1,2		0		0	0	0	0	0	0	0	0	0	0	1	May cause flinching. Can hit 1-2 times.
743	Max Guard	Normal	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Status category Dynamax move. Protects the user.
744	Dynamax Cannon	Dragon	Special	5	100	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Damage doubles if opponent is Dynamaxed.
745	Snipe Shot	Water	Special	15	80	1			1		1		0	0	0	0	0	0	0	0	0	0	0	The user ignores moves and abilities that draw in moves. Critical hits land more easily.
746	Jaw Lock	Dark	Physical	10	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Prevents user and opponent from switching out.
747	Stuff Cheeks	Normal	Status	10	0	1			1		0		0	0	2	0	0	0	0	0	0	0	0	The user eats a Berry, then sharply raises its Defense stat.
748	No Retreat	Fighting	Status	5	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Raises all stats but user cannot switch out.
749	Tar Shot	Rock	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	0	-1	0	Lowers the opponent's Speed and makes them weaker to Fire-type moves.
750	Magic Powder	Psychic	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Changes target's type to Psychic.
751	Dragon Darts	Dragon	Physical	10	50	1			1		0		0	0	0	0	0	0	0	0	0	0	0	User attacks twice.
752	Teatime	Normal	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Forces all Pokémon on the field to eat their berries.
754	Bolt Beak	Electric	Physical	10	85	1			1		0		0	0	0	0	0	0	0	0	0	0	0	If the user attacks before the target, the power of this move is doubled.
755	Fishious Rend	Water	Physical	10	85	1			1		0		0	0	0	0	0	0	0	0	0	0	0	If the user attacks before the target, the power of this move is doubled.
756	Court Change	Normal	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Swaps the effects on either side of the field.
757	Max Flare	Fire	Special	10	0	1			1	Fire	0		0	0	0	0	0	0	0	0	0	0	0	The user summons harsh sunlight.
758	Max Flutterby	Bug	Physical	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Bug type Dynamax move. Lowers the target's Special Attack.
759	Max Lightning	Electric	Special	10	0	1			1	Electric	0		0	0	0	0	0	0	0	0	0	0	0	The user summons bolts of lightning to surround the field, increasing the effectiveness of Electric type moves.
760	Max Strike	Normal	Physical	10	0	1			1		0		0	0	0	0	0	0	0	0	0	-1	0	Normal type Dynamax move. Lowers the target's Speed.
761	Max Knuckle	Fighting	Physical	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Fighting type Dynamax move. Increases the team's Attack.
762	Max Phantasm	Ghost	Physical	10	0	1			1		0		0	0	0	-1	0	0	0	0	0	0	0	Ghost type Dynamax move. Lowers the target's Defense.
763	Max Hailstorm	Ice	Special	10	0	1			1	Hail	0		0	0	0	0	0	0	0	0	0	0	0	The user summons hail.
764	Max Ooze	Poison	Physical	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Poison type Dynamax move. Increases the team's Special Attack.
765	Max Geyser	Water	Special	10	0	1			1	Water	0		0	0	0	0	0	0	0	0	0	0	0	The user summons heavy rain, increasing the effectiveness of Water type moves.
766	Max Airstream	Flying	Physical	10	0	1			1		0		0	0	0	0	0	0	0	0	1	0	0	Flying type Dynamax move. Raises the user's Speed.
767	Max Starfall	Fairy	Special	10	0	1			1	Normal	0		0	0	0	0	0	0	0	0	0	0	0	The user summons dirt, increasing the effectiveness of Normal  type moves.
768	Max Wyrmwind	Dragon	Physical	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Dragon type Dynamax move. Lowers the target's Attack.
769	Max Mindstorm	Psychic	Special	10	0	1			1	Physic	0		0	0	0	0	0	0	0	0	0	0	0	The user summons uses its psychic powers to increase the effectiveness of Psychic type moves.
770	Max Rockfall	Rock	Physical	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Rock type Dynamax move. Summons a sandstorm.
771	Max Quake	Ground	Physical	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Ground type Dynamax move. Increases the user's Special Defense.
772	Max Darkness	Dark	Physical	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Dark type Dynamax move. Lowers the target's Special Defense.
773	Max Overgrowth	Grass	Special	10	0	1			1	Grass	0		0	0	0	0	0	0	0	0	0	0	0	The user summons blades of grass to surround the field, increasing the effectiveness of Grass type moves.
774	Max Steelspike	Steel	Physical	10	0	1			1		0		0	0	1	0	0	0	0	0	0	0	0	Steel type Dynamax move. Raises the user's Defense.
775	Clangorous Soul	Dragon	Status	5	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Raises all user's stats but loses HP.
776	Body Press	Fighting	Physical	10	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user shoves its body into its opponent.
777	Decorate	Fairy	Status	15	0	1			1		0		2	0	0	0	0	0	0	0	0	0	0	Sharply raises target's Attack and Special Attack.
778	Drum Beating	Grass	Physical	10	80	1			1		0		0	0	0	0	0	0	0	0	0	-1	0	Lowers opponent's Speed.
779	Snap Trap	Grass	Physical	15	35	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Traps opponent, damaging them for 4-5 turns.
780	Pyro Ball	Fire	Physical	5	120	0.9	0.1	Burn	1		0		0	0	0	0	0	0	0	0	0	0	0	May burn opponent.
781	Behemoth Blade	Steel	Physical	5	100	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Damage doubles if target is Dynamaxed.
782	Behemoth Bash	Steel	Physical	5	100	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Damage doubles if target is Dynamaxed.
783	Aura Wheel	Electric	Physical	10	110	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Changes type based on Morpeko's Mode.
784	Breaking Swipe	Dragon	Physical	15	60	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Hits multiple opponents and lowers their attack.
785	Branch Poke	Grass	Physical	40	40	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks the target by poking it with a sharply pointed branch.
786	Overdrive	Electric	Special	10	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks opposing Pokémon by twanging a guitar or bass guitar, causing a huge echo and strong vibration.
787	Apple Acid	Grass	Special	10	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Lowers target's Special Defense.
788	Grav Apple	Grass	Physical	10	80	1			1		0		0	0	0	-1	0	0	0	0	0	0	0	Lowers the opponent's Defense stat.
789	Spirit Break	Fairy	Physical	15	75	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Lowers opponent's Special Attack.
790	Strange Steam	Fairy	Special	10	90	0.95	0.2	Confusion	1		0		0	0	0	0	0	0	0	0	0	0	0	May confuse opponent.
791	Life Dew	Water	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	User and teammates recover HP.
792	Obstruct	Dark	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Protects the user and sharply lowers Defence on contact.
793	False Surrender	Dark	Physical	10	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Ignores Accuracy and Evasiveness.
794	Meteor Assault	Fighting	Physical	5	150	1			1		0		0	0	0	0	0	0	0	0	0	0	0	User must recharge next turn.
795	Eternabeam	Dragon	Special	5	160	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	User can't move on the next turn.
796	Steel Beam	Steel	Special	5	140	0.95			1		0		0	0	0	0	0	0	0	0	0	0	0	User loses 50% of its HP.
797	Expanding Force	Psychic	Special	10	80	1			1	Physic	0		0	0	0	0	0	0	0	0	0	0	0	The user summons uses its psychic powers to increase the effectiveness of Psychic type moves.
798	Steel Roller	Steel	Physical	5	130	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user rolls into the opponent.
799	Scale Shot	Dragon	Physical	20	25	0.9			2,5		0		0	0	-1	0	0	0	0	0	1	0	0	Hits 2-5 times in one turn. Boosts user's Speed but lowers its Defense.
800	Meteor Beam	Rock	Special	10	120	0.9			1		0		0	0	0	0	1	0	0	0	0	0	0	User gathers space power and boosts its Sp. Atk stat, then attacks the target on the next turn.
801	Shell Side Arm	Poison	Special	10	90	1	0.3	Poison	1		0		0	0	0	0	0	0	0	0	0	0	0	May poison opponent. Inflicts either Special or Physical damage, whichever is better.
802	Misty Explosion	Fairy	Special	5	100	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user whips its opponent with grass.
803	Grassy Glide	Grass	Physical	20	70	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user whips its opponent with grass.
804	Rising Voltage	Electric	Special	20	70	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user whips its opponent with lightning.
805	Terrain Pulse	Normal	Special	10	50	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user throws dirt at the opponent.
806	Skitter Smack	Bug	Physical	10	70	0.9			1		0		0	0	0	0	0	-1	0	0	0	0	0	Lowers opponent's Sp. Attack.
807	Burning Jealousy	Fire	Special	5	70	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Hits all opponents, and burns any that have had their stats boosted.
808	Lash Out	Dark	Physical	5	75	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Double power if stats were lowered during the turn.
809	Poltergeist	Ghost	Physical	5	110	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	Fails if the target doesn’t have an item.
810	Corrosive Gas	Poison	Status	40	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Removes opponent's items.
811	Coaching	Fighting	Status	10	0	1			1		0		1	0	1	0	0	0	0	0	0	0	0	The user boosts its Attack and Defense.
812	Flip Turn	Water	Physical	20	60	1			1		0		0	0	0	0	0	0	0	0	0	0	0	After making its attack, the user rushes back to switch places with a party Pokémon in waiting.
813	Triple Axel	Ice	Physical	10	20	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	Attacks thrice with more power each time.
814	Dual Wingbeat	Flying	Physical	10	40	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	The user slams the target with its wings. The target is hit twice in a row.
815	Scorching Sands	Ground	Special	10	70	1	0.3	Burn	1		0		0	0	0	0	0	0	0	0	0	0	0	May burn the target.
816	Jungle Healing	Grass	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Restores team's HP and cures status conditions.
817	Wicked Blow	Dark	Physical	5	80	1			1		1		0	0	0	0	0	0	0	0	0	0	0	Critical Hits land more easily. 
818	Surging Strikes	Water	Physical	5	25	1			1		1		0	0	0	0	0	0	0	0	0	0	0	Critical Hits land more easily. 
819	Thunder Cage	Electric	Special	15	80	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	Deals damage and traps opponent, damaging them for 4-5 turns.
820	Dragon Energy	Dragon	Special	5	150	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The higher the user's HP, the higher the power.
821	Freezing Glare	Psychic	Special	10	90	1	0.1	Freeze	1		0		0	0	0	0	0	0	0	0	0	0	0	May freeze opponent.
822	Fiery Wrath	Dark	Special	10	90	1			1		0		0	0	0	0	0	0	0	0	0	0	1	May cause flinching.
823	Thunderous Kick	Fighting	Physical	10	90	1			1		0		0	0	0	-1	0	0	0	0	0	0	0	Lowers opponent's Defense.
824	Glacial Lance	Ice	Physical	5	130	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks by hurling a blizzard-cloaked icicle lance at opposing Pokémon.
825	Astral Barrage	Ghost	Special	5	120	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks by sending a frightful amount of small ghosts at opposing Pokémon.
826	Eerie Spell	Psychic	Special	5	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Deals damage and reduces opponent's PP.
827	Dire Claw	Poison	Physical	15	60	1	0.1	Poison,Confusion,Sleep	1		1		0	0	0	0	0	0	0	0	0	0	0	The user lashes out at the target with ruinous claws, aiming to land a critical hit. This may also leave the target poisoned, paralyzed, or drowsy.
828	Psyshield Bash	Psychic	Physical	10	70	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	Cloaking itself in psychic energy, the user slams into the target. This may also raise the user’s defensive stats.
829	Power Shift	Normal	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user swaps its offensive and defensive stats.
830	Stone Axe	Rock	Physical	15	65	0.9			1		1		0	0	0	0	0	0	0	0	0	0	0	The user swings its stone axes at the target, aiming to land a critical hit. Stone splinters left behind by this attack continue to damage the target for several turns.
831	Springtide Storm	Fairy	Special	5	95	0.8			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks by wrapping the target in fierce winds brimming with love and hate. This move’s additional effects depend on the user’s form.
832	Mystical Power	Psychic	Special	10	70	0.9			1		0		1	0	1	0	0	0	0	0	0	0	0	The user strengthens itself with a mysterious power. Its Attack and Defense are raised.
833	Raging Fury	Fire	Physical	10	90	0.85			1		0		0	0	0	0	0	0	0	0	0	0	0	The user rampages and spews vicious flames to inflict damage on the target, then becomes fixated on using this move.
834	Wave Crash	Water	Physical	10	75	1			1		0		0	0	0	0	0	0	0	0	1	0	0	The user shrouds itself in water and slams into the target with its whole body to inflict damage. This also damages the user and raises the user’s action speed.
835	Chloroblast	Grass	Special	5	120	0.95			1		0		0	0	0	0	0	0	0	0	-1	0	0	Chloroblast inflicts damage, and the user takes damage equal to half of its maximum HP rounded up. It also lowers the user's action speed.
836	Mountain Gale	Ice	Physical	5	100	0.85			1		0		0	0	0	0	0	0	0	0	0	0	0	The user hurls giant chunks of ice at the target to inflict damage.
837	Victory Dance	Fighting	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user performs a dance to usher in victory. This raises the user’s offensive and defensive stats and increases the damage dealt by the user’s moves by 50 percent.
838	Headlong Rush	Ground	Physical	5	100	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user smashes into the target in a full-body tackle. This also lowers the user’s defensive stats.
839	Barb Barrage	Poison	Physical	15	60	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Barb Barrage deals damage and has a 30% chance to poison the target. Its power is doubled if the target is affected by a non-volatile status condition.
840	Esper Wing	Psychic	Special	10	75	0.9			1		1		0	0	0	0	0	0	0	0	1	0	0	The user slashes the target with aura-enriched wings. This also raises the user's action speed. This move has a heightened chance of landing a critical hit.
841	Bitter Malice	Ghost	Special	15	60	1	0.1	Freeze	1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks its target with spine-chilling resentment. This may also leave the target with frostbite.
842	Shelter	Steel	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user makes its skin as hard as an iron shield, raising its defensive stats. Incoming moves also become more likely to miss.
843	Triple Arrows	Fighting	Physical	15	50	1			1		1		0	0	-1	0	0	0	0	0	0	0	0	The user delivers an axe kick, then fires three arrows. This raises the chance of its future attacks landing critical hits and also lowers the target's defensive stats.
844	Infernal Parade	Ghost	Special	15	60	1	0.1	Burn	1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks with myriad fireballs. This may also leave the target with a burn. This move's power is doubled if the target has a status condition.
845	Ceaseless Edge	Dark	Physical	15	65	0.9			1		1		0	0	0	0	0	0	0	0	0	0	0	The user slashes its shell blade at the target, aiming to land a critical hit. Shell splinters left behind by this attack will continue to damage the target for several turns.
846	Bleakwind Storm	Flying	Special	5	95	0.8	0.1	Freeze	1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks with savagely cold winds that cause both body and spirit to tremble. This may also leave the target with frostbite.
847	Wildbolt Storm	Electric	Special	5	95	0.8	0.3	Paralysis	1		0		0	0	0	0	0	0	0	0	0	0	0	The user summons a thunderous tempest and savagely attacks with lightning and wind. This may also leave the target with paralysis.
848	Sandsear Storm	Ground	Special	5	95	0.8			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks by wrapping the target in fierce winds and searingly hot sand. This also leaves the target with a burn.
849	Lunar Blessing	Psychic	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user heals its own status conditions and restores its HP. Incoming moves also become more likely to miss.
850	Take Heart	Psychic	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user lifts its spirits, healing its own status conditions and raising its offensive and defensive stats.
